30,2,1,3,1,1,6,6
0,19,5,13,7,0,2,4
1,6,24,1,5,1,3,9
4,4,1,24,10,2,3,2
0,2,4,16,16,3,8,1
2,0,2,0,5,31,6,4
13,0,2,1,5,6,19,4
3,6,5,0,3,6,9,18
